author_year,covidence_review_id,outcome_category,effect_size_id,plain_language_outcome,plain_language_exposure,moderator_level,moderator_category,risk,reported_k,reported_n,reported_r,reported_cilb,reported_ciub,reported_i2,reported_sig,use_effect,main_effect,moderator_age,raw_value,raw_cilb,raw_ciub,std_eff_name,term,type,reanalysis_estimate,reanalysis_std.error,reanalysis_statistic,reanalysis_p.value,reanalysis_conf.low,reanalysis_conf.high,reanalysis_k,reanalysis_i2,reanalysis_n,reanalysis_n_max,reanalysis_conf.low_999,reanalysis_conf.high_999,eggers_z,eggers_p,eggers_b,eggers_ci_l,eggers_ci_u,tes_obser,tes_expect,tes_ratio,tes_power,tes_p,tes_theta,tes_thetalim,source,r,n,k,i2,std.err,cilb95,ciub95,cilb999,ciub999,certainty
"Darling, 2017",40668,health behaviour,40668_005,Physical activity: General,Intervention: To promote health (via mobile phone),overall,overall,plain,4,346,0.2375040132577503,-0.15895306852137217,0.5446935418108452,NA,0.3,NA,NA,All,0.489,-0.322,1.299,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.2375040132577503,346,4,NA,0.17950168630923913,-0.15895306852137217,0.5446935418108452,NA,NA,unclear
"Coyne, 2018",41404,psychology,41404_012,Prosocial Behavior: General,Screen use: Prosocial content,adolescence,age,plain,10,5883,0.08,0.02,0.14,77.3,1,TRUE,TRUE,Adolescents,0.08,0.02,0.14,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.08,5883,10,77.3,0.030612244897959186,0.02,0.14,NA,NA,unclear
"Coyne, 2018",41404,psychology,41404_014,Prosocial Behavior: General,Screen use: Prosocial content,childhood,age,plain,9,3550,0.19,0.09,0.29,82.22,1,TRUE,TRUE,Children,0.19,0.09,0.29,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.19,3550,9,82.22,0.0510204081632653,0.09,0.29,NA,NA,unclear
"Byun, 2018",41430,education,41430_001,Numeracy: General,Video games: Numeracy,overall,overall,plain,17,2008,0.18191319961098118,NA,NA,NA,NA,TRUE,TRUE,All,0.37,NA,NA,d,overall,summary,0.3212828965762703,0.05684947577198663,5.6514663013759385,1.5908487857627975e-8,0.20985997152319413,0.43270582162934645,25,88.06545527383517,2008,245,0.13421817687724658,0.508347616275294,0.17231868866467503,0.8631869926841829,0.29102016410634607,-0.0717510981485292,0.6537914263612213,12,16.912308943599097,0.7095423835987641,,0.9821403970092576,0.3212828965762703,NA,reanalysis,0.3212828965762703,2008,25,88.06545527383517,0.05684947577198663,0.20985997152319413,0.43270582162934645,0.13421817687724658,0.508347616275294,meets criteria
"Van 't Riet, 2014",42162,physical health,42162_001,Body composition,Video games: Physically active,overall,overall,bold,5,561,0.09950371902099893,-0.039968038348871575,0.23337295247532416,NA,0.3,NA,NA,All,0.2,-0.08,0.48,d,overall,summary,0.13251364911436805,0.04602305493430124,2.8792884197612203,0.003985736396024493,0.04231011898462922,0.2227171792441069,5,9.234459089429825,561,322,-0.018926443411870858,0.28395374164060694,NA,NA,NA,NA,NA,2,1.415635480584885,1.4127930723901314,,0.435297095893231,0.13251364911436805,0.060017899672263744,reanalysis,0.13251364911436805,561,5,9.234459089429825,0.04602305493430124,0.04231011898462922,0.2227171792441069,-0.018926443411870858,0.28395374164060694,unclear
"Tekedere, 2016",42168,education,42168_002,Learning: General,Intervention: Augmented reality (in schools),overall,overall,plain,15,1560,0.3206288606405904,0.2384202881820313,0.3961897713544536,60.776,1,TRUE,TRUE,All,0.677,0.491,0.863,d,overall,summary,0.3346449524696079,0.044742422251339606,7.479366016210455,7.468200738242234e-14,0.24695141627589878,0.422338488663317,15,68.97168928302375,1474,482,0.18741881601987648,0.48187108891933933,-1.579777664555385,0.11415779237079654,0.5391369950797807,0.27330045439947365,0.8049735357600878,10,11.168872079608217,0.895345557610754,,0.8488892280206909,0.3346449524696079,0.1921092416798733,reanalysis,0.3346449524696079,1474,15,68.97168928302375,0.044742422251339606,0.24695141627589878,0.422338488663317,0.18741881601987648,0.48187108891933933,meets criteria
"Cheung, 2012",42279,education,42279_018,Literacy: Reading,Intervention: Reading (in schools),overall,overall,plain,84,60553,0.07974522228289,0.059892290727946725,0.10442593000399553,77.10534300609605,1,TRUE,TRUE,All,0.16,0.12,0.21,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.07974522228289,60553,84,77.10534300609605,0.011360622264298164,0.059892290727946725,0.10442593000399553,NA,NA,unclear
"Blok, 2002",42288,education,42288_001,Literacy: Reading fluency,Intervention: Literacy,overall,overall,plain,50,1121,0.12598803368133182,0.0718140984736978,0.1790585909901008,61.98898456287333,1,TRUE,TRUE,All,0.254,0.144,0.364,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.12598803368133182,1121,50,61.98898456287333,0.027358288907245665,0.0718140984736978,0.1790585909901008,NA,NA,unclear
"Vannucci, 2020",47429,psychology,105,Risky behavior: Risk taking (general),Social Media: General,overall,overall,bold,27,67407,0.21,0.16,0.25,97,1,TRUE,TRUE,Adolescents,0.21,0.16,0.25,r,overall,summary,0.20577490960705078,0.022793091472507805,9.027950853233268,1.749163556259133e-19,0.16110127122460846,0.2504485479894931,27,97.02498052198153,66407,13284,0.13077363282342352,0.28077618639067803,0.2734655683231893,0.784495356442423,0.19513719846210031,0.10627794673658464,0.283996450187616,26,23.836143001825423,1.0907805007718263,,0.1440560472283124,0.20577490960705078,0.19527546291427283,reanalysis,0.20577490960705078,66407,27,97.02498052198153,0.022793091472507805,0.16110127122460846,0.2504485479894931,0.13077363282342352,0.28077618639067803,meets criteria
"Vannucci, 2020",47429,psychology,107,Risky behavior: Risky sexual behaviour,Social Media: General,overall,overall,bold,14,23096,0.21,0.15,0.28,95,1,TRUE,TRUE,Adolescents,0.21,0.15,0.28,r,overall,summary,0.2086548731007279,0.037075906493418,5.6277753623574895,1.825486050527179e-8,0.1359874316794539,0.28132231452200185,14,96.24799108089547,23096,10930,0.08665561168984146,0.3306541345116143,0.2791785371887612,0.7801078139096234,0.18409074112597176,-0.004260170877959629,0.3724416531299032,13,11.907261156156784,1.0917707967863124,,0.3527536009535533,0.2086548731007279,0.14548138719850204,reanalysis,0.2086548731007279,23096,14,96.24799108089547,0.037075906493418,0.1359874316794539,0.28132231452200185,0.08665561168984146,0.3306541345116143,meets criteria
"Vannucci, 2020",47429,health behaviour,106,Risky behavior: Substance abuse,Social Media: General,overall,overall,bold,14,36228,0.19,0.12,0.26,98,1,TRUE,TRUE,Adolescents,0.19,0.12,0.26,r,overall,summary,0.18821266545489526,0.026920811767296552,6.991344357733533,2.7226456246186045e-12,0.13544884395641194,0.2409764869533786,14,96.09361493535877,36228,10072,0.09962901470114398,0.27679631620864653,-0.04251321069254751,0.9660895806623367,0.1899588064931566,0.09367536474987588,0.28624224823643735,13,12.537222617853487,1.0369122728575866,,0.5576121961844843,0.18821266545489526,0.11228537842269683,reanalysis,0.18821266545489526,36228,14,96.09361493535877,0.026920811767296552,0.13544884395641194,0.2409764869533786,0.09962901470114398,0.27679631620864653,meets criteria
"Janssen, 2020",47448,health behaviour,27,Sleep: Duration,Screen use: General,Infants,age,plain,2,1884,-0.07,-0.12,-0.03,NA,1,NA,NA,Young children,-0.07,-0.12,-0.03,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,-0.07,1884,2,NA,0.02295918367346939,-0.12,-0.03,NA,NA,unclear
"Janssen, 2020",47448,health behaviour,28,Sleep: Duration,Screen use: General,Toddlers,age,plain,1,497,-0.13,-0.21,-0.04,NA,1,NA,NA,Young children,-0.13,-0.21,-0.04,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,-0.13,497,1,NA,0.04336734693877551,-0.21,-0.04,NA,NA,unclear
"Janssen, 2020",47448,health behaviour,29,Sleep: Duration,Screen use: General,Preschoolers,age,plain,4,3803,-0.1,-0.25,0.05,93.5,0.3,TRUE,TRUE,Young children,-0.1,-0.25,0.05,r,overall,summary,-0.10882341106526884,0.07871120777656464,-1.382565636321868,0.166798091853949,-0.2630945434869845,0.04544772135644683,4,93.10738712929952,3803,2590,-0.3678247443220687,0.15017792219153103,NA,NA,NA,NA,NA,4,2.456884585365335,1.628078105022262,,0.1025590620308353,-0.10882341106526884,-0.10622307771479526,reanalysis,-0.10882341106526884,3803,4,93.10738712929952,0.07871120777656464,-0.2630945434869845,0.04544772135644683,-0.3678247443220687,0.15017792219153103,unclear
"Janssen, 2020",47448,health behaviour,26,Sleep: Duration,Screen use: General,overall,overall,plain,7,6184,-0.09,-0.17,-0.01,90,1,TRUE,TRUE,Children,-0.09,-0.17,-0.01,r,overall,summary,-0.09545791995421024,0.040517775447690724,-2.355951650836517,0.018475322207606785,-0.17487130056536532,-0.016044539343055178,7,87.13968155448143,6184,2590,-0.22878274316542319,0.037866903257002704,NA,NA,NA,NA,NA,6,3.9003295662226805,1.5383315430472122,,0.08540968286557815,-0.09545791995421024,-0.10167384863526241,reanalysis,-0.09545791995421024,6184,7,87.13968155448143,0.040517775447690724,-0.17487130056536532,-0.016044539343055178,-0.22878274316542319,0.037866903257002704,unclear
"Shin, 2019",47484,physical health,79,Body composition,Intervention: To promote health (via mobile phone app),overall,overall,bold,6,853,-0.020995371030975256,-0.09062553858790881,0.04894128121671798,0,0.3,TRUE,TRUE,All,-0.042,-0.182,0.098,d,overall,summary,0.02136221945436829,0.03418265108453676,0.6249433199764877,0.5320082590991269,-0.04563454556742276,0.08835898447615935,6,0,853,361,-0.09111670769256086,0.13384114660129745,NA,NA,NA,NA,NA,1,0.3451554521121435,2.8972452669676874,,0.29932101025407337,0.02136221945436829,NA,reanalysis,0.02136221945436829,853,6,0,0.03418265108453676,-0.04563454556742276,0.08835898447615935,-0.09111670769256086,0.13384114660129745,unclear
"Shin, 2019",47484,physical health,99,Body composition,Intervention: To promote health (via mobile phone app),overall,overall,bold,2,65,-0.03847149836849663,-0.27230565719730077,0.19705872882608544,0,0.3,NA,NA,All,-0.077,-0.566,0.402,d,overall,summary,-0.03947396940269316,0.12567636695668244,-0.3140922224167959,0.7534509964614753,-0.2857951223456304,0.2068471835402441,2,0,65,35,-0.45301541439044335,0.37406747558505704,NA,NA,NA,NA,NA,0,0.11133952083925229,0,,1,-0.03947396940269316,NA,reanalysis,-0.03947396940269316,65,2,0,0.12567636695668244,-0.2857951223456304,0.2068471835402441,-0.45301541439044335,0.37406747558505704,unclear
"Shin, 2019",47484,health behaviour,85,Physical activity: General,Intervention: To promote health (via mobile phone app),overall,overall,plain,5,792,0.11669718619983113,-0.03348121811949645,0.25931534190696554,66.77,0.3,TRUE,TRUE,All,0.235,-0.067,0.537,d,overall,summary,0.14367797875445779,0.0985406072538488,1.4580585888245174,0.14482439450398782,-0.04945806247779222,0.3368140199867078,5,82.81821765873441,826,361,-0.18057252355177736,0.46792848106069296,NA,NA,NA,NA,NA,1,2.258003505803282,0.4428691086749448,,0.9657598867168915,0.14367797875445779,NA,reanalysis,0.14367797875445779,826,5,82.81821765873441,0.0985406072538488,-0.04945806247779222,0.3368140199867078,-0.18057252355177736,0.46792848106069296,unclear
"Shin, 2019",47484,health behaviour,91,Screen time: General,Intervention: To promote health (via mobile phone app),overall,overall,bold,5,792,-0.1323260337522422,-0.20082362021561567,0.061881178452996226,32.35,0.3,TRUE,TRUE,All,-0.267,-0.41,0.124,d,overall,summary,-0.13894664476963797,0.04332339121444048,-3.207196871590341,0.0013403523456814194,-0.2238589312380803,-0.054034358301195656,5,21.499445298879866,826,361,-0.28150342165963615,0.00361013212036021,NA,NA,NA,NA,NA,2,1.8684981358697712,1.0703783758762038,,0.6663452150629716,-0.13894664476963797,-0.03482740532028437,reanalysis,-0.13894664476963797,826,5,21.499445298879866,0.04332339121444048,-0.2238589312380803,-0.054034358301195656,-0.28150342165963615,0.00361013212036021,unclear
"Shin, 2019",47484,physical health,74,Body composition,Intervention: To promote health (via mobile phone),overall,overall,bold,9,1358,-0.018496834999892797,-0.07330226810066905,0.03647571070436795,0,0.3,TRUE,TRUE,All,-0.037,-0.147,0.073,d,overall,summary,-0.018986171491766374,0.02712248958270502,-0.7000158091635191,0.4839174315537912,-0.072145274244931,0.034172931261398254,9,0,1358,361,-0.10823344848826812,0.07026110550473537,NA,NA,NA,NA,NA,1,0.5065231989788915,1.9742432370638037,,0.40638025993202476,-0.018986171491766374,NA,reanalysis,-0.018986171491766374,1358,9,0,0.02712248958270502,-0.072145274244931,0.034172931261398254,-0.10823344848826812,0.07026110550473537,unclear
"Shin, 2019",47484,physical health,75,Body composition,Intervention: To promote health (via mobile phone),overall,overall,bold,3,216,-0.02149503253459184,-0.15895306852137217,0.11718696474334095,0,0.3,NA,NA,All,-0.043,-0.322,0.236,d,overall,summary,-0.02085504392028722,0.06846044970434743,-0.304629081613568,0.7606486681952515,-0.15503505970622394,0.1133249718656495,3,0,216,151,-0.2461259837223999,0.20441589588182546,NA,NA,NA,NA,NA,0,0.1606666351730242,0,,1,-0.02085504392028722,NA,reanalysis,-0.02085504392028722,216,3,0,0.06846044970434743,-0.15503505970622394,0.1133249718656495,-0.2461259837223999,0.20441589588182546,unclear
"Shin, 2019",47484,health behaviour,78,Diet: Sugary drinks,Intervention: To promote health (via mobile phone),overall,overall,bold,3,758,-0.19611613513818402,-0.35480924247422113,-0.01999600119960014,76.11,1,TRUE,TRUE,All,-0.4,-0.759,-0.04,d,overall,summary,-0.22810621608841142,0.12916307361709217,-1.7660327344380111,0.0773903572139995,-0.48126118851040767,0.025048756333584832,3,91.01833738923231,758,361,-0.6531207625471107,0.19690833037028788,NA,NA,NA,NA,NA,2,2.0770508942462813,0.9629037042569718,,0.7868801363823408,-0.22810621608841142,NA,reanalysis,-0.22810621608841142,758,3,91.01833738923231,0.12916307361709217,-0.48126118851040767,0.025048756333584832,-0.6531207625471107,0.19690833037028788,unclear
"Shin, 2019",47484,health behaviour,76,Physical activity: General,Intervention: To promote health (via mobile phone),overall,overall,plain,6,872,0.1680745169573563,0.009499571341514603,0.3150886634636183,72.26,1,TRUE,TRUE,All,0.341,0.019,0.664,d,overall,summary,0.2016298205467265,0.09731373996569083,2.071956340572396,0.03826951297889464,0.010898395013076462,0.3923612460803766,6,85.97938030687898,906,361,-0.11858364215183181,0.5218432832452848,NA,NA,NA,NA,NA,2,3.245211576130083,0.6162926370381685,,0.9400328171884895,0.2016298205467265,NA,reanalysis,0.2016298205467265,906,6,85.97938030687898,0.09731373996569083,0.010898395013076462,0.3923612460803766,-0.11858364215183181,0.5218432832452848,unclear
"Shin, 2019",47484,health behaviour,77,Screen time: General,Intervention: To promote health (via mobile phone),overall,overall,bold,6,1114,-0.09851838783325112,-0.15654580587180342,-0.03897037429124693,43.93,1,TRUE,TRUE,All,-0.198,-0.317,-0.078,d,overall,summary,-0.11139711797742542,0.045467827244609835,-2.4500207009700787,0.014284800186410348,-0.20051242183214973,-0.022281814122701124,6,46.07299903969929,1148,361,-0.26101021894867027,0.03821598299381941,NA,NA,NA,NA,NA,2,2.01787704307454,0.9911406677944552,,0.6838210713178887,-0.11139711797742542,NA,reanalysis,-0.11139711797742542,1148,6,46.07299903969929,0.045467827244609835,-0.20051242183214973,-0.022281814122701124,-0.26101021894867027,0.03821598299381941,unclear
"Shin, 2019",47484,physical health,80,Body composition,Intervention: To promote health (via text message),overall,overall,bold,3,505,-0.014998312784712243,-0.10344208971095142,0.07429410984854967,0,0.3,TRUE,TRUE,All,-0.03,-0.208,0.149,d,overall,summary,0.014947832463762589,0.04456352419362524,0.33542752136961507,0.7373026101957748,-0.07239506997992222,0.1022907349074474,3,0,505,322,-0.13168963514484777,0.16158530007237293,NA,NA,NA,NA,NA,0,0.16293789265704606,0,,1,0.014947832463762589,NA,reanalysis,0.014947832463762589,505,3,0,0.04456352419362524,-0.07239506997992222,0.1022907349074474,-0.13168963514484777,0.16158530007237293,unclear
"Shin, 2019",47484,physical health,100,Body composition,Intervention: To promote health (via text message),overall,overall,bold,1,151,-0.012998901639215268,-0.18143774871141258,0.15702748308728273,0,0.3,NA,NA,All,-0.026,-0.369,0.318,d,overall,summary,-0.012998901639215271,0.08163586163215678,-0.15923028653494287,0.8734874430576345,-0.17300225028513774,0.1470044470067072,1,0,151,151,-0.2816238865882019,0.25562608330977143,NA,NA,NA,NA,NA,0,0.052909457906691576,0,,1,-0.012998901639215271,NA,reanalysis,-0.012998901639215271,151,1,0,0.08163586163215678,-0.17300225028513774,0.1470044470067072,-0.2816238865882019,0.25562608330977143,unclear
"Shin, 2019",47484,health behaviour,86,Physical activity: General,Intervention: To promote health (via text message),overall,overall,plain,1,80,0.45113608826623874,0.12452319547247137,0.6629453387316204,0,1,TRUE,TRUE,All,1.011,0.251,1.771,d,overall,summary,0.45113608826623874,0.08961057695949771,5.034406691412596,4.793310815977219e-7,0.2755025847917685,0.626769591740709,1,0,80,80,0.15627008935659842,0.746002087175879,NA,NA,NA,NA,NA,1,0.9989455188797874,1.0010555942243928,,0.9989455188797874,0.45113608826623874,0.05845531348325193,reanalysis,0.45113608826623874,80,1,0,0.08961057695949771,0.2755025847917685,0.626769591740709,0.15627008935659842,0.746002087175879,unclear
"Shin, 2019",47484,health behaviour,92,Screen time: General,Intervention: To promote health (via text message),overall,overall,bold,1,322,-0.017997084708396737,-0.12598803368133182,0.09111935802422208,0,0.3,TRUE,TRUE,All,-0.036,-0.254,0.183,d,overall,summary,-0.01799708470839673,0.05579647915934713,-0.3225487518128073,0.7470370108633136,-0.1273561743248568,0.09136200490806333,1,0,322,322,-0.20159689090535973,0.16560272148856628,NA,NA,NA,NA,NA,0,0.06200141196427313,0,,1,-0.01799708470839673,NA,reanalysis,-0.01799708470839673,322,1,0,0.05579647915934713,-0.1273561743248568,0.09136200490806333,-0.20159689090535973,0.16560272148856628,unclear
"Rodriguez-Rocha, 2019",47491,health behaviour,172,Diet: Fruit and vegetable intake,Intervention: Fruit and vegetable,children,age,plain,4,955,0.06486312108268012,NA,NA,35.28,NA,TRUE,TRUE,Children,0.13,NA,NA,d,overall,summary,0.11656980368143596,0.08552316900774116,1.3630201620672475,0.1728761564285419,-0.051052527417468824,0.2841921347803408,4,82.50565600024349,955,486,-0.16484647010043682,0.3979860774633087,NA,NA,NA,NA,NA,1,1.9543945127562798,0.5116674210212049,,0.942450765662566,0.11656980368143596,NA,reanalysis,0.11656980368143596,955,4,82.50565600024349,0.08552316900774116,-0.051052527417468824,0.2841921347803408,-0.16484647010043682,0.3979860774633087,unclear
"Rodriguez-Rocha, 2019",47491,health behaviour,173,Diet: Fruit and vegetable intake,Intervention: Fruit and vegetable,adolescence,age,plain,4,1697,0.1723803317522482,0.07974522228289,0.2651564830210424,61.08,1,TRUE,TRUE,Adolescents,0.35,0.16,0.55,d,overall,summary,0.1589298599133706,0.037442225353508565,4.244669177989388,2.1891615208019237e-5,0.08554444671946135,0.23231527310727987,4,55.798245023589665,1868,883,0.03572521650110652,0.2821345033256347,NA,NA,NA,NA,NA,4,2.973471414484309,1.345229007588668,,0.2743255792200893,0.1589298599133706,0.12006539884477421,reanalysis,0.1589298599133706,1868,4,55.798245023589665,0.037442225353508565,0.08554444671946135,0.23231527310727987,0.03572521650110652,0.2821345033256347,unclear
"Küçükalkan, 2019",47527,education,238,Numeracy: General,Intervention: Mathematics,overall,overall,plain,31,2290,0.28998083329484436,0.23704563778079357,0.34038375143648997,85.38,1,TRUE,TRUE,Children,0.606,0.488,0.724,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.28998083329484436,2290,31,85.38,0.02636176368767765,0.23704563778079357,0.34038375143648997,NA,NA,unclear
"Fang, 2019",47548,physical health,222,Body composition,Computer use: General,overall,overall,bold,2,7984,0.3155839963326979,0.25070159190953417,0.3782116954925118,20,1,TRUE,TRUE,All,2.39,1.98,2.89,or,overall,summary,0.2191572072707349,0.031866678269696365,6.877315715681059,6.0990843285795764e-12,0.15669966555520487,0.28161474898626493,2,73.07962036416302,7984,7064,0.11429905058044663,0.32401536396102315,NA,NA,NA,NA,NA,2,1.9989901721776202,1.0005051689780344,,0.9989901732964702,0.2191572072707349,NA,reanalysis,0.2191572072707349,7984,2,73.07962036416302,0.031866678269696365,0.15669966555520487,0.28161474898626493,0.11429905058044663,0.32401536396102315,unclear
"Fang, 2019",47548,physical health,219,Body composition,Screen use: General,overall,overall,bold,16,47750,0.1899727125104853,0.1459656785243552,0.2324018115905703,78,1,TRUE,TRUE,All,1.67,1.48,1.88,or,overall,summary,0.1394879823004517,0.013344454162655818,10.45288032018619,1.4214154647870035e-25,0.11333333274830071,0.1656426318526027,19,85.76522264260737,47164,8848,0.09557769916106423,0.18339826543983917,-0.135690424119826,0.892066018148308,0.14247679953092027,0.09179602909983718,0.19315756996200334,17,16.538215024636724,1.0279222984267264,,0.545983815708911,0.1394879823004517,0.1038796398201151,reanalysis,0.1394879823004517,47164,19,85.76522264260737,0.013344454162655818,0.11333333274830071,0.1656426318526027,0.09557769916106423,0.18339826543983917,meets criteria
"Fang, 2019",47548,physical health,220,Body composition,Screen use: General,overall,overall,bold,9,15068,0.1434765455005599,0.08939208045213047,0.1942722596008699,56,1,NA,NA,All,1.47,1.27,1.69,or,overall,summary,0.10678512750380284,0.01890247885315954,5.649265809703777,1.611345368426164e-8,0.06973694973308017,0.1438333052745255,9,75.89756996386882,15068,5448,0.044586015546020825,0.16898423946158486,NA,NA,NA,NA,NA,7,6.569897856103846,1.065465575465007,,0.5504884918889645,0.10678512750380284,0.06620057932536194,reanalysis,0.10678512750380284,15068,9,75.89756996386882,0.01890247885315954,0.06973694973308017,0.1438333052745255,0.044586015546020825,0.16898423946158486,unclear
"Fang, 2019",47548,physical health,221,Body composition,TV programs and movies: General,overall,overall,bold,8,24698,0.21090408566444904,0.18341190076084457,0.23985659174004728,3,1,NA,NA,All,1.77,1.64,1.92,or,overall,summary,0.14957705182538536,0.011957773904079335,12.50877069806094,6.685077189308597e-36,0.12614024563811696,0.17301385801265376,8,60.59199631293542,24112,8848,0.11022967714487591,0.1889244265058948,NA,NA,NA,NA,NA,8,7.669860383960459,1.0430437582318894,,0.695203563789766,0.14957705182538536,0.08672533859137727,reanalysis,0.14957705182538536,24112,8,60.59199631293542,0.011957773904079335,0.12614024563811696,0.17301385801265376,0.11022967714487591,0.1889244265058948,unclear
"Adelantado-Renau, 2019",47569,education,1,Learning: General,Screen use: General,overall,overall,plain,18,5947,-0.14349931046699432,-0.30908607233755814,0.039968038348871575,96.4,0.3,TRUE,TRUE,All,-0.29,-0.65,0.08,d,overall,summary,-0.21979509005678696,0.04348850807362049,-5.05409589321165,4.324343110956774e-7,-0.3050309996224625,-0.13455918049111146,18,96.76359745398102,13100,3095,-0.362895188385737,-0.07669499172783698,1.6868558020521751,0.09163108245440466,-0.3853557083550921,-0.5936329548930335,-0.17707846181715067,14,14.758495039658555,0.9486062069594257,,0.7922947685004891,-0.21979509005678696,NA,reanalysis,-0.21979509005678696,13100,18,96.76359745398102,0.04348850807362049,-0.3050309996224625,-0.13455918049111146,-0.362895188385737,-0.07669499172783698,meets criteria
"Adelantado-Renau, 2019",47569,education,2,Learning: General,TV programs and movies: General,overall,overall,plain,18,94876,-0.09457419252642066,-0.14349931046699432,-0.0449545065814817,97.5,1,TRUE,TRUE,All,-0.19,-0.29,-0.09,d,overall,summary,-0.116907865144983,0.02310262913882722,-5.060370594293222,4.184423728006001e-7,-0.16218818620526995,-0.07162754408469604,18,96.04166551227624,62135,28051,-0.19292768389403792,-0.04088804639592809,-1.0907050495864816,0.27540268797451317,-0.06792070578046779,-0.16685512995012222,0.03101371838918665,11,13.490747828645567,0.8153736278906022,,0.9512194857145603,-0.116907865144983,NA,reanalysis,-0.116907865144983,62135,18,96.04166551227624,0.02310262913882722,-0.16218818620526995,-0.07162754408469604,-0.19292768389403792,-0.04088804639592809,meets criteria
"Adelantado-Renau, 2019",47569,education,3,Literacy: General,TV programs and movies: General,overall,overall,plain,8,16761,-0.08963769949589058,-0.17715299831526515,-0.004999937501171851,95.5,1,TRUE,TRUE,All,-0.18,-0.36,-0.01,d,overall,summary,-0.1161843708934424,0.015905801662897272,-7.304527829267499,2.7824207960558657e-13,-0.14735916929795834,-0.08500957248892645,8,54.289878892653824,16761,10603,-0.16852283645101435,-0.06384590533587045,NA,NA,NA,NA,NA,6,5.834321084133303,1.0283972913861852,,0.6353547175080885,-0.1161843708934424,-0.0699946768968379,reanalysis,-0.1161843708934424,16761,8,54.289878892653824,0.015905801662897272,-0.14735916929795834,-0.08500957248892645,-0.16852283645101435,-0.06384590533587045,unclear
"Adelantado-Renau, 2019",47569,education,4,Numeracy: General,TV programs and movies: General,overall,overall,plain,7,14401,-0.12403473458920847,-0.16279878299320225,-0.07974522228289,70.7,1,TRUE,TRUE,All,-0.25,-0.33,-0.16,d,overall,summary,-0.12303471679514465,0.027124545851473374,-4.5359180378115544,5.735345214491595e-6,-0.17619784976103778,-0.06987158382925152,7,78.6176283319264,14115,10603,-0.21228875999899577,-0.03378067359129351,NA,NA,NA,NA,NA,5,5.042953924819821,0.9914823880090564,,0.6987675512667043,-0.12303471679514465,-0.05057009074110534,reanalysis,-0.12303471679514465,14115,7,78.6176283319264,0.027124545851473374,-0.17619784976103778,-0.06987158382925152,-0.21228875999899577,-0.03378067359129351,unclear
"Adelantado-Renau, 2019",47569,education,5,Learning: General,Video games: General,overall,overall,plain,10,7928,-0.07478994824163424,-0.1093404791528976,-0.039968038348871575,63,1,TRUE,TRUE,All,-0.15,-0.22,-0.08,d,overall,summary,-0.08791765401196587,0.01534910475413214,-5.727868525250472,1.0170033435618275e-8,-0.11800134652499739,-0.05783396149893436,10,1.9830367182005861,4276,768,-0.13842429350990726,-0.037411014514024496,-0.14498298917639976,0.884724302544858,-0.0792877907124804,-0.19935071357031559,0.04077513214535479,4,4.366956639521971,0.9159697084690678,,0.7183600882136141,-0.08791765401196587,-0.05112191211065752,reanalysis,-0.08791765401196587,4276,10,1.9830367182005861,0.01534910475413214,-0.11800134652499739,-0.05783396149893436,-0.13842429350990726,-0.037411014514024496,meets criteria
"Folkvord, 2018",47594,health behaviour,234,Diet: Food intake (calories),Advertising: Advergames,overall,overall,bold,15,2815,0.14834045293024462,0.1093404791528976,0.18191319961098118,89,1,TRUE,TRUE,All,0.3,0.22,0.37,d,overall,summary,0.17912746283292832,0.038296725030901674,4.677357207134295,2.9059579508343647e-6,0.10406726104652747,0.2541876646193292,15,81.86897373195985,3842,940,0.05311106539015101,0.3051438602757056,0.19585648670707617,0.8447224961545821,0.1590806797389314,-0.05611349592721304,0.3742748554050758,9,9.347477150947046,0.9628266381039678,,0.6876965330341008,0.17912746283292832,0.06210955518977979,reanalysis,0.17912746283292832,3842,15,81.86897373195985,0.038296725030901674,0.10406726104652747,0.2541876646193292,0.05311106539015101,0.3051438602757056,meets criteria
