author_year,outcome_category,plain_language_outcome,plain_language_exposure,age_group,original_effect_size_metric,original_effect_size,original_cilb,original_ciub,original_k,original_n,original_i2,converted_r,converted_cilb,converted_ciub,reanalysis_estimate,reanalysis_cilb,reanalysis_ciub,reanalysis_cilb999,reanalysis_ciub999,reanalysis_k,reanalysis_n,reanalysis_i2,reanalysis_eggers_p,reanalysis_eggers_cilb,reanalysis_eggers_ciub,reanalysis_tes_obser,reanalysis_tes_expect,reanalysis_tes_ratio,reanalysis_tes_p,reanalysis_tes_power,reanalysis_tes_theta
"Fang, 2019",physical health,Body composition,TV programs and movies: General,Mixed,or,1.77,1.64,1.92,8,24698,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adelantado-Renau, 2019",education,Learning: General,Screen use: General,Mixed,d,-0.29,-0.65,0.08,18,5947,96.4,-0.14349931046699432,-0.30908607233755814,0.039968038348871575,-0.11323680408035845,-0.23607689227393924,0.009603284113222324,-0.31946946809262877,0.09299585993191185,18,13100,98.46399409422155,0.687309111782449,-0.49837361430856897,0.14931858478757254,14,13.9948670509152,1.000366773693964,0.6300686921400305,0.687; 0.638; 0.807; 0.625; 0.594; 0.932; 0.889; 0.805; 0.809; 0.824; 0.805; 0.811; 0.803; 0.819; 0.802; 0.806; 0.709; 0.828,-0.11323680408035845
"Adelantado-Renau, 2019",education,Learning: General,TV programs and movies: General,Mixed,d,-0.19,-0.29,-0.09,18,94876,97.5,-0.09457419252642066,-0.14349931046699432,-0.0449545065814817,-0.09544723776670466,-0.1518878312844743,-0.03900664424893503,-0.1902037145062872,-6.907610271221221e-4,18,62135,97.52214934716237,0.5151609697977465,-0.18515903374517634,0.06957081312961921,11,12.898958072252658,0.8527820571540918,0.9032005323165562,0.48; 0.839; 0.84; 0.573; 0.63; 0.909; 0.945; 0.668; 0.654; 0.612; 0.838; 0.838; 0.737; 0.574; 0.546; 0.634; 0.792; 0.789,-0.09544723776670466
"Adelantado-Renau, 2019",education,Literacy: General,TV programs and movies: General,Mixed,d,-0.18,-0.36,-0.01,8,16761,95.5,-0.08963769949589058,-0.17715299831526515,-0.004999937501171851,-0.09335381841741076,-0.1825560726964165,-0.004151564138405048,-0.24311289793605134,0.05640526110122983,8,16761,95.26849018962686,NA,NA,NA,6,5.109666393130094,1.1742449581575332,0.38851102075014454,0.485; 0.908; 0.341; 0.612; 0.681; 0.523; 0.733; 0.827,-0.09335381841741076
"Adelantado-Renau, 2019",education,Numeracy: General,TV programs and movies: General,Mixed,d,-0.25,-0.33,-0.16,7,14401,70.7,-0.12403473458920847,-0.16279878299320225,-0.07974522228289,-0.12303471679514462,-0.17619784976103775,-0.06987158382925149,-0.21228875999899532,-0.03378067359129393,7,14115,78.61762833192638,NA,NA,NA,5,5.0429539248198205,0.9914823880090565,0.698767551266704,0.518; 0.967; 0.707; 0.807; 0.579; 0.615; 0.849,-0.12303471679514462
"Adelantado-Renau, 2019",education,Learning: General,Video games: General,Mixed,d,-0.15,-0.22,-0.08,10,7928,63,-0.07478994824163424,-0.1093404791528976,-0.039968038348871575,-0.07872480610607034,-0.11839767985187605,-0.03905193236026464,-0.14533044406952078,-0.012119168142619888,10,4276,40.02865727619561,0.9767385585286719,-0.22042538007907359,0.06720844863109439,4,3.871029411734648,1.033316871185321,0.5902748950645967,0.293; 0.496; 0.115; 0.506; 0.567; 0.28; 0.402; 0.402; 0.348; 0.463,-0.07872480610607034
"Folkvord, 2018",health behaviour,Diet: Food intake (calories),Advertising: Advergames,Mixed,d,0.3,0.22,0.37,15,2815,89,0.14834045293024462,0.1093404791528976,0.18191319961098118,0.1791274628329284,0.10406726104652755,0.2541876646193293,0.0531110653901517,0.3051438602757051,15,3842,81.86897373195984,0.8447224961545798,-0.056113495927212986,0.3742748554050759,9,9.347477150947048,0.9628266381039676,0.6876965330341012,0.692; 0.758; 0.711; 0.694; 0.474; 0.535; 0.693; 0.567; 0.409; 0.695; 0.84; 0.579; 0.675; 0.275; 0.75,0.1791274628329284
"Kates, 2018",education,Learning: General,Screen use: General (mobile phone),Mixed,r,-0.12,-0.19,-0.05,8,135131,NA,-0.12,-0.19,-0.05,-0.14572490832431984,-0.23947532874437877,-0.0519744879042609,-0.3031197721657596,0.011669955517119912,8,179186,99.51075536939848,NA,NA,NA,6,6.56298217231862,0.9142185431048147,0.8524277850425367,0.772; 0.959; 0.695; 0.862; 0.957; 0.633; 0.982; 0.703,-0.14572490832431984
"Poorolajal, 2020",physical health,Body composition,TV programs and movies: General,Mixed,or,1.42,1.35,1.49,56,343999,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poorolajal, 2020",physical health,Body composition,Video games: General,Mixed,or,1.08,0.95,1.23,11,145602,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldrati, 2020",psychology,Cognition: Cognitive Functioning,Intervention: Cognitive training,Mixed,d,0.52,0.25,0.79,24,1547,79.56,0.25163385176495073,0.12403473458920847,0.3673782850838043,0.20528278437854242,0.13463913470651656,0.27592643405056827,0.08668120828351021,0.3238843604735746,68,3540,87.16366392519866,9.949202500369428e-17,0.6536044304697995,0.9390491344339781,17,32.65525170132297,0.5205900770720832,0.9999276313894244,0.72; 0.412; 0.411; 0.65; 0.337; 0.342; 0.367; 0.344; 0.676; 0.424; 0.422; 0.656; 0.574; 0.572; 0.539; 0.549; 0.6; 0.328; 0.328; 0.359; 0.34; 0.695; 0.475; 0.738; 0.58; 0.531; 0.554; 0.256; 0.515; 0.517; 0.479; 0.504; 0.285; 0.368; 0.489; 0.495; 0.491; 0.243; 0.513; 0.491; 0.473; 0.7; 0.484; 0.343; 0.864; 0.361; 0.374; 0.481; 0.313; 0.292; 0.483; 0.276; 0.874; 0.335; 0.613; 0.435; 0.477; 0.474; 0.476; 0.247; 0.506; 0.495; 0.478; 0.486; 0.374; 0.824; 0.424; 0.522,0.20528278437854242
"Oldrati, 2020",psychology,Cognition: Executive functioning,Intervention: Cognitive training,Mixed,d,0.21,-0.22,0.64,7,352,64.7,0.10442593000399553,-0.1093404791528976,0.30477572710378376,0.1848907744135688,-0.026021245283752686,0.39580279411089025,-0.16920330296808558,0.5389848517952232,13,571,92.52665399951758,2.4545905583072326e-7,0.6482637400087412,1.229486389227196,3,6.913406526429466,0.43393947521112947,0.9962619860970977,0.404; 0.408; 0.434; 0.411; 0.718; 0.303; 0.572; 0.552; 0.535; 0.739; 0.546; 0.41; 0.882,0.1848907744135688
"Oldrati, 2020",psychology,Cognition: Verbal skills,Intervention: Cognitive training,Mixed,d,0.32,-0.05,0.69,8,398,63,0.15799050110667284,-0.024992191160203066,0.3261363455467632,0.1997044515179855,0.044793518482874384,0.3546153845530966,-0.06037102444643877,0.45977992748240976,19,948,90.2566928658865,3.2171975543244146e-7,0.6054023973755076,1.1299342749109507,6,9.480003746324966,0.6329111422899986,0.9746711633397902,0.364; 0.364; 0.395; 0.376; 0.716; 0.509; 0.756; 0.609; 0.348; 0.326; 0.516; 0.31; 0.883; 0.371; 0.639; 0.47; 0.511; 0.508; 0.509,0.1997044515179855
"Oldrati, 2020",psychology,Cognition: Visuospatial skills,Intervention: Cognitive training,Mixed,d,0.44,0.18,0.71,9,469,55.6,0.21486178267511977,0.08963769949589058,0.33454484069925416,0.21308537220379026,0.1148779942336088,0.31129275017397173,0.04820785149952839,0.37796289290805213,14,800,52.430177668726884,0.0277021415083664,0.24050243491004564,0.8114381117257176,3,5.654344176005722,0.5305655097421441,0.9691600292107978,0.729; 0.324; 0.323; 0.633; 0.179; 0.448; 0.45; 0.402; 0.433; 0.202; 0.277; 0.414; 0.422; 0.416,0.21308537220379026
"Oldrati, 2020",education,Numeracy: General,Intervention: Cognitive training,Mixed,d,0.39,-0.1,0.89,2,119,72.8,0.19139505140335558,-0.04993761694389223,0.4065622681231995,0.15426932532297602,0.022039960484197846,0.2864986901617542,-0.06772672313620026,0.3762653737821523,11,693,70.7421359529662,0.4157206308175805,-0.17653371958521358,0.932414741203799,1,4.221716709738657,0.2368704649682438,0.9957397257372427,0.3; 0.298; 0.548; 0.452; 0.45; 0.414; 0.424; 0.481; 0.246; 0.257; 0.354,0.15426932532297602
"Oldrati, 2020",psychology,Psychological health: Adjustment,Intervention: Cognitive training,Mixed,d,0.43,0.09,0.75,8,429,48.8,0.21019670952302208,0.0449545065814817,0.3511234415883917,0.26550877208023177,0.08963945859166664,0.4413780855687969,-0.02975312142800851,0.5607706655884721,11,528,85.13390438982536,2.7462726896822582e-5,0.6282732831303973,1.2696238379121176,4,6.079806643971958,0.657915659861641,0.9482480468454937,0.593; 0.616; 0.292; 0.569; 0.559; 0.541; 0.55; 0.434; 0.855; 0.486; 0.585,0.26550877208023177
"Madigan, 2020",education,Literacy: General,Intervention: Education (general),Mixed,r,0.15,-0.03,0.31,7,1228,NA,0.15,-0.03,0.31,0.13788965097076775,-0.03792308737627964,0.31370238931781513,-0.15727726017199514,0.4330565621135306,7,1228,90.08939524438186,NA,NA,NA,2,3.8303868881450107,0.5221404673741886,0.9709921417233635,0.518; 0.26; 0.452; 0.698; 0.737; 0.691; 0.474,0.13788965097076775
"Madigan, 2020",education,Literacy: General,Intervention: Education (general),Mixed,r,0.1,0,0.19,6,727,NA,0.1,0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,Screen use: General,Mixed,r,-0.14,-0.21,-0.08,24,8868,NA,-0.14,-0.21,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,Screen use: General,Mixed,r,-0.12,-0.16,-0.07,14,9450,NA,-0.12,-0.16,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,Screen use: General,Mixed,r,-0.14,-0.18,-0.1,38,18318,83.67,-0.14,-0.18,-0.1,-0.14447671419212005,-0.19753414255261073,-0.09141928583162937,-0.23355329299740926,-0.055400135386830834,38,18318,90.91421246030194,0.40496269394851026,-0.2098046676397135,-0.0041878529446331,20,20.299512203252146,0.9852453497279525,0.5387966913147195,0.792; 0.23; 0.275; 0.229; 0.848; 0.449; 0.675; 0.608; 0.845; 0.523; 0.764; 0.195; 0.836; 0.385; 0.401; 0.45; 0.856; 0.864; 0.861; 0.29; 0.611; 0.502; 0.611; 0.569; 0.778; 0.618; 0.567; 0.653; 0.676; 0.302; 0.339; 0.421; 0.396; 0.289; 0.672; 0.406; 0.308; 0.204,-0.14447671419212005
"Madigan, 2020",education,Literacy: General,Screen use: General,Mixed,r,-0.11,-0.16,-0.05,10,5981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,Screen use: General (coviewing),Mixed,r,0.19,0.05,0.33,8,3262,NA,0.19,0.05,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,Screen use: General (coviewing),Mixed,r,0.08,0.01,0.15,4,2821,NA,0.08,0.01,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,Screen use: General (coviewing),Mixed,r,0.16,0.07,0.24,12,6083,92.81,0.16,0.07,0.24,0.14844346245918283,0.015744613442968958,0.2811423114753967,-0.07434078937926483,0.37122771429763046,12,6083,95.97918024860377,0.3219446080210676,-0.03022590157440236,0.6349937330641691,4,7.948048272354898,0.5032682066002166,0.9971813030233092,0.874; 0.546; 0.467; 0.548; 0.885; 0.672; 0.675; 0.709; 0.725; 0.775; 0.539; 0.533,0.14844346245918283
"Madigan, 2020",education,Literacy: General,Screen use: General (coviewing),Mixed,r,0.11,0.06,0.33,3,2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,TV programs and movies: Coviewing,Mixed,r,0.11,0.01,0.2,9,3376,NA,0.11,0.01,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,TV programs and movies: Educational,Mixed,r,0.13,0.02,0.24,13,1955,82.12,0.13,0.02,0.24,0.13100415184890485,0.028661911472259008,0.2333463922255507,-0.040815269516202485,0.3028235732140122,13,1955,81.25163615488981,0.08853285832688641,0.0816755544965157,0.6355774100325171,3,5.982429914634626,0.5014684739826533,0.9815130990673732,0.444; 0.2; 0.376; 0.3; 0.595; 0.645; 0.69; 0.397; 0.397; 0.637; 0.457; 0.444; 0.399,0.13100415184890485
"Madigan, 2020",education,Literacy: General,TV programs and movies: General,Mixed,r,-0.15,-0.21,-0.09,26,12337,NA,-0.15,-0.21,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madigan, 2020",education,Literacy: General,TV programs and movies: General (in background),Mixed,r,-0.19,-0.33,-0.05,5,2792,76.47,-0.19,-0.33,-0.05,-0.18810421275741745,-0.31239070499798466,-0.06381772051685024,-0.39676520260561576,0.020556777090780826,5,2792,70.73693229083726,NA,NA,NA,3,2.5509413307816784,1.176036455170342,0.5171227762805694,0.205; 0.476; 0.934; 0.78; 0.156,-0.18810421275741745
"Lanca, 2020",physical health,Eye health: Myopia,Screen use: General,Mixed,or,1.02,0.96,1.08,5,20889,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bossen, 2020",physical health,Body composition,Video games: Health promoting content,Children,d,-0.24,-0.45,-0.04,2,370,0,-0.11914522061843064,-0.21951219512195125,-0.01999600119960014,-0.11506687883309376,-0.21125739933974647,-0.018876358326441037,-0.2765583559928322,0.04642459832664468,2,406,0,NA,NA,NA,1,0.7372931136621976,1.3563126814421402,0.6354753415109747,0.184; 0.553,-0.11506687883309376
"Bossen, 2020",physical health,Cardiometabolic health: Fitness,Video games: Health promoting content,Children,d,0.32,-0.01,0.66,2,140,0,0.15799050110667284,-0.004999937501171851,0.31337745420390184,0.1577390192216815,-0.002202148002325127,0.3176801864456881,-0.11078157114014298,0.42625960958350595,2,161,9.846129948680973,NA,NA,NA,1,0.6277196926674613,1.593067752503595,0.5349390757739472,0.238; 0.39,0.1577390192216815
"Bossen, 2020",health behaviour,Physical activity: General,Video games: Health promoting content,Children,d,0.3,-0.15,0.75,7,648,83,0.14834045293024462,-0.07478994824163424,0.3511234415883917,0.12603233578191367,-0.08908407725833711,0.34114874882216445,-0.23512037573472558,0.48718504729855294,7,753,89.77078750243274,NA,NA,NA,1,3.7292603633350643,0.26814968722261684,0.9962504257327243,0.444; 0.522; 0.721; 0.448; 0.536; 0.373; 0.685,0.12603233578191367
"Bossen, 2020",health behaviour,Physical activity: General,Video games: Health promoting content,Children,d,-0.22,-0.69,0.26,4,171,52,NA,NA,NA,-0.14229108498072163,-0.37584469276650145,0.09126252280505817,-0.5343974684231856,0.24981529846174239,4,309,79.37924260116725,NA,NA,NA,1,1.8071853565693314,0.553346670481189,0.9106945207572521,0.383; 0.453; 0.484; 0.488,-0.14229108498072163
"Bossen, 2020",physical health,Physical health: Muscular fitness,Video games: Health promoting content,Children,d,0.46,-0.12,1.04,2,140,64,0.22414769292142694,-0.059892290727946725,0.46135273664198945,0.22282752415736273,-0.042796025838138074,0.48845107415286354,-0.22312015583486994,0.6687752041495953,2,161,67.04221120021445,NA,NA,NA,1,1.0723047902036638,0.9325706731292968,0.7923752056534661,0.449; 0.623,0.22282752415736273
"Russell, 2019",health behaviour,Diet: Food intake (calories),Advertising: Advergames,Children,md,53.17,31.49,74.85,5,861,99.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russell, 2019",physical health,Body composition,Advertising: General,Children,md,79.89,-19.89,179.66,4,188,99.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russell, 2019",physical health,Body composition,Advertising: General,Children,md,125.53,18.8,232.25,4,90,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russell, 2019",physical health,Body composition,Advertising: General,Children,md,102.07,32.38,171.76,4,278,98.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russell, 2019",health behaviour,Diet: Food intake (calories),Advertising: General,Children,md,57.68,36.61,78.75,16,1681,99.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russell, 2019",health behaviour,Diet: Food intake (calories),TV advertising: General,Children,md,60,3.06,116.94,11,820,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hernandez-Jimenez, 2019",physical health,Body composition,Video games: Physically active,Mixed,d,-0.191,-0.386,0.003,19,1272,82.91,-0.09506746444835348,-0.18950287214271566,0.0014999983125028476,-0.12108835891302358,-0.25439479155570904,0.012218073729661882,-0.3448926652934381,0.10271594746739093,19,1347,86.82373881844735,0.05754718942586962,-0.6915451523050822,-0.08904684565677268,2,7.746102775417946,0.25819435372674726,0.999724454678273,0.272; 0.272; 0.236; 0.337; 0.206; 0.218; 0.259; 0.633; 0.372; 0.346; 0.346; 0.474; 0.678; 0.679; 0.312; 0.327; 0.628; 0.811; 0.338,-0.12108835891302358
"Champion, 2019",physical health,Body composition,Intervention: Lifestyle risk behaviour (at school),Mixed,d,-0.13,-0.43,0.16,5,3480,30,-0.06486312108268012,-0.21019670952302208,0.07974522228289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Champion, 2019",health behaviour,Diet: Fat consumption,Intervention: Lifestyle risk behaviour (at school),Mixed,d,-0.06,-0.15,0.03,5,5240,52,-0.029986509105671005,-0.07478994824163424,0.014998312784712243,-0.028969898244397742,-0.06810814162179998,0.010168345133004495,-0.09467796077657731,0.036738164287781816,5,5240,46.70038228488079,NA,NA,NA,2,1.2032486124543742,1.662166886625716,0.3477236881484402,0.089; 0.208; 0.339; 0.275; 0.292,-0.028969898244397742
"Champion, 2019",health behaviour,Diet: Fruit and vegetable intake,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.12,-0.02,0.26,7,4651,54,NA,NA,NA,0.011246759898978723,-0.12480763989784391,0.14730115969580135,-0.21717102889706905,0.23966454869502649,7,4651,90.5826130658652,NA,NA,NA,3,2.70402531344116,1.109457069461447,0.5616931649767158,0.184; 0.138; 0.399; 0.819; 0.731; 0.216; 0.217,0.011246759898978723
"Champion, 2019",health behaviour,Diet: Fruit and vegetable intake,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.11,0.03,0.19,6,7390,42,0.05491700075713547,0.014998312784712243,0.09457419252642066,0.033779015462269094,-0.005876276680730104,0.07343430760526828,-0.03279710525776587,0.10035513618230406,6,6034,58.532698767346375,NA,NA,NA,2,1.8352075799261904,1.0897949757162824,0.5939391729291503,0.348; 0.256; 0.248; 0.258; 0.344; 0.382,0.033779015462269094
"Champion, 2019",health behaviour,Diet: Fruit intake,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.07,-0.01,0.15,3,2739,0,0.034978582175618625,-0.004999937501171851,0.07478994824163424,0.03394735837167528,-0.003472314810372648,0.0713670315537232,-0.02887544646578922,0.09677016320913978,3,2739,0,NA,NA,NA,0,0.5302686616978628,0,0.9999999999999999,0.216; 0.16; 0.154,0.03394735837167528
"Champion, 2019",health behaviour,Diet: Sugary drinks and snacks,Intervention: Lifestyle risk behaviour (at school),Mixed,d,-0.02,-0.1,0.06,5,5812,54,-0.009999500037496877,-0.04993761694389223,0.029986509105671005,-0.010471191768038639,-0.04895607247216288,0.028013688936085607,-0.07508234264330081,0.05413995910722354,5,5812,53.84001551336659,NA,NA,NA,1,0.9813471568072709,1.0190073849639658,0.6665422182562596,0.154; 0.153; 0.253; 0.204; 0.218,-0.010471191768038639
"Champion, 2019",health behaviour,Physical activity: General,Intervention: Lifestyle risk behaviour (at school),Adolescents,d,0.23,0.1,0.36,5,5538,76,0.11424702291443903,0.04993761694389223,0.17715299831526515,0.13136229722168358,0.0354719217408241,0.22725267270254307,-0.029625275152820374,0.29234986959618753,8,5538,91.60882478211593,NA,NA,NA,5,5.212659098541672,0.959203336623113,0.7214117928683579,0.788; 0.741; 0.497; 0.801; 0.745; 0.792; 0.392; 0.458,0.13136229722168358
"Champion, 2019",health behaviour,Physical activity: General,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.03,-0.03,0.09,2,4870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Champion, 2019",health behaviour,Physical activity: General,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.14,0.05,0.23,12,10408,75,0.06982912769991387,0.024992191160203066,0.11424702291443903,0.08295836119858699,0.01488026878188868,0.15103645361528528,-0.031335975173461525,0.19725269757063552,12,10408,90.87149649534511,0.049431184437345836,-0.166395058023599,0.09488546046590046,5,6.844504390429992,0.7305130824360367,0.9277115757677752,0.382; 0.645; 0.653; 0.807; 0.697; 0.636; 0.365; 0.715; 0.64; 0.702; 0.274; 0.33,0.08295836119858699
"Champion, 2019",health behaviour,Physical activity: General,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.07,-0.06,0.19,2,3435,59,NA,NA,NA,0.03068100216509216,-0.035171814665773515,0.09653381899595784,-0.07987738351710892,0.14123938784729323,4,3435,73.94309899605642,NA,NA,NA,1,1.4617765760287134,0.6840990725934011,0.8390452929994787,0.353; 0.332; 0.348; 0.429,0.03068100216509216
"Champion, 2019",health behaviour,Physical activity: Moderate-to-vigorous intensity,Intervention: Lifestyle risk behaviour (at school),Mixed,d,0.33,0.05,0.61,6,324,30,0.16279878299320225,0.024992191160203066,0.2917324851863718,0.1781077852513765,0.04619814177598758,0.3100174287267654,-0.043351492276721554,0.3995670627794745,6,324,36.41906509255564,NA,NA,NA,2,1.9150061491048362,1.0443830694407399,0.6214248269049961,0.331; 0.387; 0.332; 0.343; 0.261; 0.262,0.1781077852513765
"Champion, 2019",health behaviour,Risky behavior: Alcohol consumption,Intervention: Lifestyle risk behaviour (at school),Mixed,or,1.13,0.95,1.36,5,4085,9,NA,NA,NA,0.5177578749965045,0.39950131294459595,0.6360144370484131,0.3192203601872966,0.7162953898057124,4,4085,96.30420187720166,NA,NA,NA,4,3.9997357419086184,1.000066068887655,0.9997357613266324,1; 1; 1; 1,0.5177578749965045
"Champion, 2019",health behaviour,Risky behavior: Smoking,Intervention: Lifestyle risk behaviour (at school),Mixed,or,1.23,0.95,1.59,6,5775,65,NA,NA,NA,0.6108546407743392,0.45428919450000915,0.7674200870486692,0.3480014504824067,0.8737078310662716,6,5775,99.23548378050754,NA,NA,NA,6,5.9921675862032515,1.0013071086020329,0.9921921673922346,0.999; 0.999; 0.998; 0.998; 0.999; 0.999,0.6108546407743392
"Champion, 2019",health behaviour,Screen time: General,Intervention: Lifestyle risk behaviour (at school),Mixed,d,-0.09,-0.17,-0.01,3,5045,43,-0.0449545065814817,-0.0846945914398115,-0.004999937501171851,-0.046107060968557115,-0.08348353422936741,-0.008730587707746824,-0.10885733871024227,0.016643216773128036,3,5045,37.373114400854725,NA,NA,NA,2,1.3344283376428803,1.4987691310068987,0.411159861003673,0.277; 0.649; 0.409,-0.046107060968557115
"Prescott, 2018",psychology,Aggression: Towards peers,Video games: Violent content,Children,b,0.097,0.072,0.122,7,3583,NA,0.097,0.072,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takacs, 2019",psychology,Cognition: Executive Functioning (accuracy),Intervention: Education (via computer),Children,d,0.42,0.25,0.58,28,1563,57.35944409,0.2055172342864138,0.12403473458920847,0.2785244502458322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takacs, 2019",psychology,Cognition: Executive Functioning (cognitive flexibility),Intervention: Education (via computer),Children,d,0.24,0.09,0.46,12,617,NA,0.11914522061843064,0.0449545065814817,0.22414769292142694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takacs, 2019",psychology,Cognition: Executive Functioning (inhibition),Intervention: Education (via computer),Children,d,0.18,0.04,0.32,15,894,NA,0.08963769949589058,0.01999600119960014,0.15799050110667284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takacs, 2019",psychology,Cognition: Executive Functioning (working memory),Intervention: Education (via computer),Children,d,0.48,0.29,0.67,21,1220,NA,0.23337295247532416,0.14349931046699432,0.31764972280836923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hassan-Saleh, 2019",education,Literacy: Pronunciation,Intervention: Pronunciation,Mixed,d,0.46,NA,NA,6,302,82.4,0.22414769292142694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xie, 2018",education,Learning: General,Intervention: Education (via touch screen),Young children,d,0.46,0.35,0.57,79,4206,91,0.22414769292142694,0.1723803317522482,0.27408597963793463,0.21297079640111918,0.14986254264263807,0.2760790501596003,0.10702017812035138,0.318921414681887,79,5810,85.24790805114138,0.4431604107824883,0.1060825539634945,0.4413352582388841,36,38.06279560808065,0.9458054623911355,0.6788454883328987,0.408; 0.452; 0.688; 0.741; 0.538; 0.749; 0.698; 0.635; 0.443; 0.297; 0.314; 0.455; 0.272; 0.466; 0.595; 0.425; 0.533; 0.563; 0.465; 0.31; 0.263; 0.25; 0.324; 0.377; 0.365; 0.456; 0.335; 0.484; 0.455; 0.55; 0.837; 0.785; 0.762; 0.74; 0.725; 0.686; 0.605; 0.473; 0.541; 0.494; 0.431; 0.447; 0.434; 0.438; 0.677; 0.74; 0.719; 0.818; 0.426; 0.428; 0.154; 0.152; 0.627; 0.57; 0.366; 0.305; 0.309; 0.302; 0.546; 0.433; 0.505; 0.393; 0.447; 0.428; 0.405; 0.561; 0.517; 0.336; 0.522; 0.487; 0.359; 0.572; 0.375; 0.361; 0.395; 0.395; 0.378; 0.327; 0.424,0.21297079640111918
"Vahedi, 2018",psychology,Risky behavior: Media literacy,Intervention: Media literacy (web-based),Adolescents,d,0.46,0.29,0.63,3,138,NA,0.22414769292142694,0.14349931046699432,0.30044657339486125,0.23164532312244643,0.07264073414343963,0.3906499121014532,-0.035302873167030374,0.4985935194119232,3,138,0,NA,NA,NA,1,1.1227980081368967,0.8906321464350829,0.764057830936544,0.492; 0.381; 0.25,0.23164532312244643
"Vahedi, 2018",psychology,Risky behavior: Risk taking (attitude),Intervention: Media literacy (web-based),Adolescents,d,-0.07,-0.4,0.26,3,138,NA,-0.034978582175618625,-0.19611613513818402,0.12891523025462093,-0.019469195594140773,-0.18580637427929664,0.14686798309101512,-0.2987278642338572,0.25978947304557565,3,138,0.004150203918859782,NA,NA,NA,0,0.15605177148693586,0,1,0.053; 0.052; 0.051,-0.019469195594140773
