Review ID,Effect Size ID,Study-Level Available?,Value,Value - CI lower bound,Value - CI upper bound,p-value,Statistical Test,k (number of effects informing this test),Combined N,Exposure - Author Description,Plain Language - Exposure,Outcome - Author Description,Outcome Level 1,Outcome Level 2,Outcome Level 3,Outcome Plain Language Descriptor,Benefit or Risk?,Moderator Level Recoded,Moderator Category Recoded,Use Moderator,I2 calculated,Value_raw_SE,Value_raw_SD
48708,48708_001,FALSE,0.42,0.25,0.58,,Hedge's g,28,1563, ,Intervention: Education (via computer),  ,psychology,psychology_cognition,psychology_cognition_executive function_accuracy,Cognition: Executive Functioning (accuracy),Benefit,overall,overall,TRUE,57.35944409,,
48708,48708_006,FALSE,0.24,0.09,0.46,0.04,Hedge's g,12,617, ,Intervention: Education (via computer),  ,psychology,psychology_cognition,psychology_cognition_executive function_cognitive flexibility,Cognition: Executive Functioning (cognitive flexibility),Benefit,overall,overall,TRUE,,,
48708,48708_005,FALSE,0.18,0.04,0.32,0.02,Hedge's g,15,894, ,Intervention: Education (via computer),  ,psychology,psychology_cognition,psychology_cognition_executive funcition_inhibition,Cognition: Executive Functioning (inhibition),Benefit,overall,overall,TRUE,,,
48708,48708_004,FALSE,0.48,0.29,0.67,,Hedge's g,21,1220, ,Intervention: Education (via computer),  ,psychology,psychology_cognition,psychology_cognition_executive function_working memory,Cognition: Executive Functioning (working memory),Benefit,overall,overall,TRUE,,,
49806,49806_001,FALSE,0.46,-999,-999,-999,Cohen's d,6,302, ,Intervention: Pronunciation,  ,education,education_literacy,education_literacy_pronunciation,Literacy: Pronunciation,Benefit,7-17 years,age,TRUE,82.4,,
50271,50271_002,,0.65,0.47,0.82,,Cohen's d,14,1907, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,STEM,Learning material domain,FALSE,,,
50271,50271_003,,0.31,0.16,0.46,,Cohen's d,23,2299, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Non-STEM,Learning material domain,FALSE,,,
50271,50271_004,,0.77,0.62,0.93,,Cohen's d,25,1596, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Baseline,Comparison group,FALSE,,,
50271,50271_005,,0.46,0.2,0.71,,Cohen's d,11,2215, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Traditional classroom teaching,Comparison group,FALSE,,,
50271,50271_006,,0.34,0.1,0.59,0.006,Cohen's d,1,256, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Mouse-based computers,Comparison group,FALSE,,,
50271,50271_007,,0.11,-0.24,0.46,0.537,Cohen's d,10,658, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Paper,Comparison group,FALSE,,,
50271,50271_008,,0.1,-0.27,0.46,0.6,Cohen's d,2,99, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Physical objects,Comparison group,FALSE,,,
50271,50271_009,,0.07,-0.13,0.27,0.502,Cohen's d,9,754, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Watch on touchscreen,Comparison group,FALSE,,,
50271,50271_010,,0.73,0.43,1.04,,Cohen's d,10,977, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Touchscreen device,Test Media,FALSE,,,
50271,50271_011,,0.48,0.34,0.62,,Cohen's d,25,2567, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Paper,Test Media,FALSE,,,
50271,50271_012,,0.41,0.08,0.73,0.015,Cohen's d,7,339, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Phsycial objects,Test Media,FALSE,,,
50271,50271_013,,0.06,-0.35,0.48,0.765,Cohen's d,6,368, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Oral,Test Media,FALSE,,,
50271,50271_014,,0.55,0.38,0.73,,Cohen's d,15,2658, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Classroom,Experimental environment,FALSE,,,
50271,50271_015,,0.2,0.02,0.37,0.027,Cohen's d,9,675, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Laboratory,Experimental environment,FALSE,,,
50271,50271_016,,0.55,0.37,0.74,,Cohen's d,12,872, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Other,Experimental environment,FALSE,,,
50271,50271_017,,0.015,0.006,0.023,0.0013,Standardised difference in the means,36,4206, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,child age (continuous),age,FALSE,,,
50271,50271_001,TRUE,0.46,0.35,0.57,,Cohen's d,79,4206, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,TRUE,91,,
50609,50609_002,TRUE,0.46,0.29,0.63,,Hedge's g,3,138, ,Intervention: Media literacy (web-based),  ,psychology,psychology_cognition,psychology_risky behaviour_risky behaviour or attitudes,Risky behavior: Media literacy,Benefit,overall,overall,TRUE,,,
50609,50609_001,TRUE,-0.07,-0.4,0.26,-999,Hedge's g,3,138, ,Intervention: Media literacy (web-based),  ,psychology,psychology_risky behaviour,psychology_risky behaviour_risky behaviour or attitudes,Risky behavior: Risk taking (attitude),Risk,overall,overall,TRUE,,,
50837,50837_001,TRUE,0.281,0.124,0.437,,Hedge's g,59,773, ,Intervention: Cognitive training,  ,psychology,psychology_cognition,psychology_cognition_executive function,Cognition: Executive functioning,Benefit,overall,overall,TRUE,,,
51998,51998_003,FALSE,0.32,0.061,0.575,,Cohen's d,7,1278, ,Video games: Health promoting content,  ,health behaviour,health behaviour_general,health behaviour_general,Healthy behavior: General,Benefit,overall,overall,TRUE,,,
51998,51998_001,FALSE,0.27,0.09,0.456,,Cohen's d,5,438, ,Video games: Health promoting content,  ,psychology,psychology_cognition,psychology_cognition_health behaviour_self efficacy,Healthy behavior: Self-efficacy,Benefit,overall,overall,TRUE,,,
51998,51998_002,FALSE,0.4,0.173,0.633,,Cohen's d,4,440, ,Video games: Health promoting content,  ,psychology,psychology_affect,psychology_affect_enjoyment_towards exposure,Psychological health: Enjoyment,Benefit,overall,overall,TRUE,,,
52110,52110_008,,0.667,-999,-999,,Hedge's g,4,37, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,Data Collection,FALSE,,,
52110,52110_009,,0.538,-999,-999,0.014,Hedge's g,2,20, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Observation,Data Collection,FALSE,,,
52110,52110_010,,1.1403,-999,-999,0.044,Hedge's g,2,17, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,Observation + electronic,Data Collection,FALSE,,,
52110,52110_011,,0.826,-999,-999,0.001,Hedge's g,4,37, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,Interv. duration,FALSE,,,
52110,52110_012,,0.738,-999,-999,0.01,Hedge's g,3,33, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,4 weeks,Invervention duration,FALSE,,,
52110,52110_013,,1.12,-999,-999,0.034,Hedge's g,1,4, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,10 weeks,Invervention duration,FALSE,,,
52110,52110_019,,0.392,-999,-999,0.003,Hedge's g,4,37, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,Year of publication,FALSE,,,
52110,52110_020,,1.391,-999,-999,,Hedge's g,2,14, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,2013,Year of publication,FALSE,,,
52110,52110_021,,0.061,-999,-999,0.903,Hedge's g,1,7, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,2014,Year of publication,FALSE,,,
52110,52110_022,,0.31,-999,-999,0.31,Hedge's g,1,16, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,2015,Year of publication,FALSE,,,
52110,52110_001,,0.845,-999,-999,0.001,Hedge's g,4,37, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,FALSE,,,
52110,52110_002,,0.84,-999,-999,,Hedge's g,4,37, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,FALSE,,,
52110,52110_005,,0.826,-999,-999,0.001,Hedge's g,4,37, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,Treatment group,FALSE,,,
52110,52110_007,,1.12,-999,-999,0.034,Hedge's g,1,4, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,iPads vs Computer-based,Treatment group,FALSE,,,
52110,52110_014,,0.528,-999,-999,,Hedge's g,4,37, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,No. of sessions,FALSE,,,
52110,52110_015,,0.31,-999,-999,0.285,Hedge's g,1,16, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,4 sessions,Number of sessions,FALSE,,,
52110,52110_016,,2.095,-999,-999,,Hedge's g,1,10, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,16 sessions,Number of sessions,FALSE,,,
52110,52110_017,,0.061,-999,-999,0.903,Hedge's g,1,7, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,17 sessions,Number of sessions,FALSE,,,
52110,52110_018,,1.02,-999,-999,0.034,Hedge's g,1,4, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,40 sessions,Number of sessions,FALSE,,,
52110,52110_006,,0.738,-999,-999,0.019,Hedge's g,3,33, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,TRUE,,,
52110,52110_004,,0.694,-999,-999,0.097,Hedge's g,2,20, ,Intervention: Education (touch screen),  ,education,education_literacy,education_literacy_reading,Literacy: Reading,Benefit,Reading,Content area,FALSE,,,
52110,52110_003,,0.932,-999,-999,0.005,Hedge's g,4,37, ,Intervention: Education (touch screen),  ,education,education_numeracy,education_numeracy_mathematics,Numeracy: Mathematics,Benefit,Mathematics,Content area,FALSE,,,
52117,52117_002,TRUE,1.15,1.06,1.25,-999,Odds ratio,2,20145, ,Internet use: General,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,Overweight/Obese,Body composition,FALSE,0,,
52117,52117_001,TRUE,1.27,1.06,1.52,-999,Odds ratio,6,32901, ,Internet use: General,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,overall,overall,TRUE,41.6,,
52146,52146_001,FALSE,0.01,-0.02,0.05,0.01,Correlation coefficient,3,707, ,Screen use: General,  ,psychology,psychology_behaviour,psychology_behaviour_relational_aggression_behaviour,Aggression: Towards peers,Risk,18 or younger,age,TRUE,,,
52166,52166_002,TRUE,-0.21,-0.27,-0.15,-999,Attenuated correlation (uncorrected correlation),3,984, ,Social Media: Instant messaging,  ,psychology,psychology_affect,psychology_affect_anxiety,Psychological health: Anxiety,Risk,Instant Msg,Digital media type,TRUE,0,,
52166,52166_001,TRUE,0,-0.22,0.22,-999,Attenuated correlation (uncorrected correlation),2,804, ,Social Media: Instant messaging,  ,psychology,psychology_affect,psychology_affect_depression,Psychological health: Depression,Risk,Instant Msg,Digital media type,TRUE,93.43,,
52166,52166_003,TRUE,-0.03,-0.09,0.03,-999,Attenuated correlation (uncorrected correlation),1,1210, ,Social Media: Instant messaging,  ,psychology,psychology_affect,psychology_affect_satisfaction,Psychological health: Satisfaction,Benefit,Instant Msg,Digital media type,TRUE,0,,
52166,52166_004,TRUE,0.05,-0.01,0.12,-999,Attenuated correlation (uncorrected correlation),2,869, ,Video games: General,  ,psychology,psychology_affect,psychology_affect_depression,Psychological health: Depression,Risk,Gaming,Digital media type,TRUE,0,,
52171,52171_004,,0.66,0.25,1,0,mean Tau-U,2,2, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,females,gender,FALSE,,,
52171,52171_005,,0.66,0.39,0.94,0,mean Tau-U,6,13, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,males,gender,FALSE,,,
52171,52171_006,,0.67,0.4,0.94,0,mean Tau-U,3,8, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,school-age_primary/elementary school,age,TRUE,,,
52171,52171_007,,0.99,0.72,1,0,mean Tau-U,1,3, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,school-age_middle school,age,TRUE,,,
52171,52171_008,,0.71,0.42,1,0,mean Tau-U,2,5, ,Intervention: Education (via iPad),  ,education,education_learning,education_learning_general,Learning: General,Benefit,school-age_high school,grade level,TRUE,,,
52171,52171_001,TRUE,0.82,0.065,0.99,,mean Tau-U,6,16, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,TRUE,,,
52171,52171_002,TRUE,0.69,0.43,0.95,0,mean Tau-U,3,8, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Literacy: General,Benefit,overall,overall,TRUE,,,
52171,52171_003,TRUE,0.86,0.67,1,0,mean Tau-U,3,8, ,Intervention: Education (touch screen),  ,education,education_learning,education_learning_general,Numeracy: General,Benefit,overall,overall,TRUE,,,
52311,52311_001,TRUE,0.27,-0.04,0.58,-999,Hedge's g,3,165, ,Video games: Physically active,  ,psychology,psychology_cognition,psychology_cognition_health behaviour_self-efficacy,Healthy behavior: Self-efficacy,Benefit,overall,overall,TRUE,0,,
52311,52311_006,TRUE,0.42,-0.09,0.94,-999,Hedge's g,2,60, ,Video games: Physically active,  ,psychology,psychology_cognition,psychology_cognition_health behaviour_self-efficacy,Healthy behavior: Self-efficacy,Benefit,overall,overall,TRUE,0,,
52311,52311_002,TRUE,0.21,-0.2,0.62,-999,Hedge's g,2,91, ,Video games: Physically active,  ,psychology,psychology_affect,psychology_affect_depression,Psychological health: Depression,Risk,overall,overall,TRUE,0,,
52311,52311_007,TRUE,0.76,0.07,1.46,-999,Hedge's g,2,39, ,Video games: Physically active,  ,psychology,psychology_affect,psychology_affect_enjoyment_towards exposure,Psychological health: Enjoyment,Benefit,overall,overall,TRUE,0,,
52311,52311_004,TRUE,0.42,0.06,0.79,-999,Hedge's g,3,120, ,Video games: Physically active,  ,psychology,psychology_cognition,psychology_cognition_self-perceptions,Self-perceptions: General,Benefit,overall,overall,TRUE,0,,
52311,52311_003,TRUE,-0.37,-0.66,-0.09,-999,Hedge's g,4,213, ,Video games: Physically active,  ,psychology,psychology_cognition,psychology_cognition_self-esteem,Self-perceptions: Self-esteem,Benefit,overall,overall,TRUE,5,,
52311,52311_005,TRUE,0.42,-0.09,0.94,-999,Hedge's g,2,60, ,Video games: Physically active,  ,psychology,psychology_cognition,psychology_cognition_self-esteem,Self-perceptions: Self-esteem,Benefit,overall,overall,TRUE,0,,
52549,52549_001,,0.18,-0.17,0.54,-999,Standard mean difference,4,124, ,Intervention: Literacy,  ,education,education_literacy,education_literacy_general,Literacy: General,Benefit,Computer_delivered_phonics_regular_word_reading,Outcome,FALSE,,,
52549,52549_002,,0.31,-0.02,0.64,-999,Standard mean difference,6,294, ,Intervention: Literacy,  ,education,education_literacy,education_literacy_general,Literacy: General,Benefit,Computer_delivered_phonics_non-word_reading_accuracy,Outcome,FALSE,79.4,,
52549,52549_003,TRUE,0.31,-0.02,0.64,-999,Standard mean difference,6,294, ,Intervention: Literacy,  ,education,education_literacy,education_literacy_general,Literacy: General,Benefit,overall,overall,TRUE,43.22,,
52765,52765_001,TRUE,1.77,1.28,2.45,-999,Odds ratio,11,13968,"screen time on smartphones or tablets, or both, either alone or in combination with computer screen time",Screen use: General,Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Overall,Overall,TRUE,87,,
52765,52765_002,TRUE,2.01,1.27,3.19,-999,Odds ratio,8,13968,"screen time on smartphones or tablets, or both, either alone or in combination with computer screen time",Screen use: General,Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Cross-sectional,Study Type,TRUE,90,,
52765,52765_003,TRUE,1.34,0.98,1.83,-999,Odds ratio,3,3262,"screen time on smartphones or tablets, or both, either alone or in combination with computer screen time",Screen use: General,Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Prospective,Study Type,TRUE,70,,
52765,52765_004,TRUE,1.26,1,1.6,-999,Odds ratio,7,12495,screen time on smartphones or tablets,Screen use: General (phone or tablet),Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Overall,Overall,TRUE,77,,
52765,52765_005,TRUE,1.37,1.01,1.87,-999,Odds ratio,5,10651,screen time on smartphones or tablets,Screen use: General (phone or tablet),Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Cross-sectional,Study Type,TRUE,82,,
52765,52765_006,TRUE,0.98,0.88,1.1,-999,Odds ratio,2,1954,screen time on smartphones or tablets,Screen use: General (phone or tablet),Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Prospective,Study Type,TRUE,0,,
52772,52772_001,TRUE,-0.291,-0.631,0.049,0,Hedge's g,7,898,Active Videogames,Video games: Physically active,BMI,physical health,physical health_body composition,physical health_body composition_bmi,Body composition: BMI,Risk,Overall,Overall,TRUE,78.47,,
52772,52772_002,TRUE,0.438,0.022,0.855,0.001,Hedge's g,4,892,Active Videogames,Video games: Physically active,Cardiorespiratory fitness,physical health,physical health_cardiometabolic health,physical health_cardiometabolic health_fitness,Cardiometabolic health: Fitness,Benefit,Overall,Overall,TRUE,82.9,,
52790,52790_001,TRUE,1.872,1.678,2.088,-999,Odds ratio,4,16575,Media Screen Use,Screen use: General,Overweight/obesity,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition: Overweight/obesity,Risk,Exceeding ≥ 1 h/d,Screen time duration,TRUE,21,,
52790,52790_002,TRUE,1.262,1.155,1.379,-999,Odds ratio,4,9909,Media Screen Use,Screen use: General,Overweight/obesity,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition: Overweight/obesity,Risk,Exceeding ≥ 2 h/d,Screen time duration,TRUE,71.8,,
52790,52790_003,TRUE,1.988,1.445,2.735,-999,Odds ratio,4,2873,Media Screen Use,Screen use: General,Overweight/obesity,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition: Overweight/obesity,Risk,Exceeding > 1 h/d,Screen time duration,TRUE,0,,
52790,52790_004,TRUE,0.7,0.69,0.72,0.009,Odds ratio,4,3624,Media Screen Use,Screen use: General,Sleep duration,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,Exceeding ≥ 1 h/d,Screen time duration,TRUE,57.6,,
52790,52790_005,TRUE,0.44,0.41,0.47,-999,Odds ratio,2,13823,Media Screen Use,Screen use: General,Sleep duration,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,Exceeding ≥ 2 h/d,Screen time duration,TRUE,84.7,,
52790,52790_006,TRUE,0.95,0.92,0.98,-999,Odds ratio,9,6523,Media Screen Use,Screen use: General,Sleep duration,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,Any screen time,Screen time duration,TRUE,86.8,,
52795,52795_001,TRUE,-0.209,-0.388,-0.031,0.7,Hedge's g,4,488,Active Videogames,Video games: Physically active,BMI,physical health,physical health_body composition,physical health_body composition_bmi,Body composition: BMI,Risk,Overall,Overall,TRUE,64.59,,
52795,52795_002,TRUE,-0.066,-0.124,-0.007,<0.001,Hedge's g,6,597,Active Videogames,Video games: Physically active,BMI z-score,physical health,physical health_body composition,physical health_body composition_bmi z score,Body composition: BMI z-score,Risk,Overall,Overall,TRUE,97.55,,
52795,52795_003,TRUE,-0.462,-0.819,-0.105,0.06,Hedge's g,3,408,Active Videogames,Video games: Physically active,Body fat percentage,physical health,physical health_body composition,physical health_body composition_adiposity,Body composition: Body fat percentage,Risk,Overall,Overall,TRUE,64.59,,
52795,52795_004,TRUE,-0.426,-1.295,0.444,0.52,Hedge's g,3,443,Active Videogames,Video games: Physically active,Waist circumference,physical health,physical health_body composition,physical health_body composition_waist circumference,Body composition: Waist circumference,Risk,Overall,Overall,TRUE,23.5,,
52795,52795_005,TRUE,0.106,-0.594,0.806,0.27,Hedge's g,3,408,Active Videogames,Video games: Physically active,Fat-free mass,physical health,physical health_body composition,physical health_body composition_adiposity,Body composition: Fat-free mass,Benefit,Overall,Overall,TRUE,0,,
52818,52818_001,TRUE,0.01,-0.1,0.12,-999,Correlation,6,3635,Mobile phone addiction,Screen use: General (mobile phone addiction),Positive coping style,psychology,psychology_cognition,psychology_cognition_positive coping style,Psychological health: Positive coping style,Benefit,Middle School,Age,TRUE,89.8,,
52818,52818_002,TRUE,0.31,0.25,0.36,-999,Correlation,5,3076,Mobile phone addiction,Screen use: General (mobile phone addiction),Negative coping style,psychology,psychology_cognition,psychology_cognition_negative coping style,Psychological health: Negative coping style,Risk,Middle School,Age,TRUE,58.1,,
52819,52819_001,TRUE,1.06,0.99,1.14,0.09,Odds ratio,6,24102,Smartphone overuse,Screen use: General (mobile phone),Visual impairment,physical health,physical health_eye health,physical health_eye health_impairment,Eye health: Visual impairment,Risk,<18,Age,TRUE,-999,,
52819,52819_002,TRUE,-999,-999,-999,-999,-999,4,22786,Smartphone overuse,Screen use: General (mobile phone),Myopia,physical health,physical health_eye health,physical health_eye health_myopia,Eye health: Myopia,Risk,Overall,Overall,TRUE,-999,,
52819,52819_003,TRUE,-999,-999,-999,-999,-999,3,3200,Smartphone overuse,Screen use: General (mobile phone),Poor vision,physical health,physical health_eye health,physical health_eye health_poor vision,Eye health: Poor vision,Risk,Overall,Overall,TRUE,-999,,
52906,52906_001,TRUE,-999,-999,-999,-999,standardized mean difference,4,980,Nutrition interventions with gamification,Intervention: Nutrition (with gamification),Nutritional knowledge,health behaviour,health behaviour_dietary,health behaviour_dietary_nutritional knowledge,Diet: Nutritional knowledge,Benefit,Overall,Overall,TRUE,-999,,
52906,52906_002,TRUE,-999,-999,-999,-999,standardized mean difference,1,133,Nutrition interventions with gamification,Intervention: Nutrition (with gamification),BMI z-score,physical health,physical health_body composition,physical health_body composition_bmi z score,Body composition: BMI z-score,Risk,Overall,Overall,TRUE,-999,,
52922,52922_001,FALSE,3.54,2.98,4.2,<.001,Odds ratio,-999,-999,Cybervictimization,Internet use: Cyberbullying victimization,Suicidal Ideation,psychology,psychology_affect,psychology_affect_suicidal ideation,Psychological health: Suicidal ideation,Risk,Adolescents,Age,TRUE,-999,,
53014,53014_001,TRUE,0.44,0.11,0.77,-999,Standardized mean difference,8,518,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Overall,Overall,TRUE,73.9,,
53014,53014_002,TRUE,32.35,10.36,54.33,0.07,Weighted mean difference,3,131,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Total physical activity,Outcome,TRUE,61.8,,
53014,53014_003,TRUE,3.91,-1.99,9.81,0.94,Weighted mean difference,5,353,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,MVPA,Outcome,TRUE,0,,
53014,53014_004,TRUE,1185,303,2068,0.12,Weighted mean difference,5,289,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Steps,Outcome,TRUE,43,,
53014,53014_005,TRUE,0.76,0.23,1.3,-999,Standardized mean difference,4,166,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,App,Intervention,TRUE,76.4,,
53014,53014_006,TRUE,0.18,-0.06,0.42,0.99,Standardized mean difference,3,259,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,SMS,Intervention,TRUE,0,,
53014,53014_007,TRUE,0.64,0.1,1.18,-999,Standardized mean difference,3,190,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Children,Age,TRUE,74.1,,
53014,53014_008,TRUE,0.32,-0.12,0.75,0.002,Standardized mean difference,5,328,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Adolescents,Age,TRUE,74.8,,
53014,53014_009,TRUE,-0.03,-0.54,0.49,-999,Standardized mean difference,1,59,Smart phone interventions for physical activity,Intervention: To promote physical activity (via mobile phone),physical activity,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,SMS + App,Intervention,TRUE,-999,,
53145,53145_001,TRUE,0.38,0.28,0.48,-999,Standardized mean difference,34,2585,Computer-based executive functioning training,Computer use: Executive functioning training,Executive functioning,psychology,psychology_cognition,psychology_cognition_cognitive function,Cognition: Executive functioning,Benefit,Overall,Overall,TRUE,34,,
53145,53145_002,FALSE,0.36,0.26,0.47,<.001,Hedge's g,34,2585,Computer-based executive functioning training,Computer use: Executive functioning training,Executive functioning,psychology,psychology_cognition,psychology_cognition_cognitive function,Cognition: Executive functioning,Benefit,Post-test,Timepoints,TRUE,47.13,,
53145,53145_003,FALSE,0.22,0.08,0.36,<.01,Hedge's g,12,855,Computer-based executive functioning training,Computer use: Executive functioning training,Executive functioning,psychology,psychology_cognition,psychology_cognition_cognitive function,Cognition: Executive functioning,Benefit,Follow-up,Timepoints,TRUE,9.87,,
53145,53145_004,FALSE,0.41,0.28,0.54,-999,Hedge's g,28,2170,Computer-based executive functioning training,Computer use: Executive functioning training,Working memory,psychology,psychology_cognition,psychology_cognition_executive function_working memory,Cognition: Executive Functioning (working memory),Benefit,Overall,Overall,TRUE,56.81,,
53145,53145_005,FALSE,0.13,-0.04,0.29,-999,Hedge's g,12,1015,Computer-based executive functioning training,Computer use: Executive functioning training,Flexibility,psychology,psychology_cognition,psychology_cognition_executive function_cognitive flexibility,Cognition: Executive Functioning (cognitive flexibility),Benefit,Overall,Overall,TRUE,46.06,,
53145,53145_006,FALSE,0.22,0.14,0.35,-999,Hedge's g,22,1512,Computer-based executive functioning training,Computer use: Executive functioning training,Inhibition,psychology,psychology_cognition,psychology_cognition_executive funcition_inhibition,Cognition: Executive Functioning (inhibition),Benefit,Overall,Overall,TRUE,21.87,,
53145,53145_007,FALSE,0.46,0.3,0.62,-999,Hedge's g,19,1428,Computer-based executive functioning training,Computer use: Executive functioning training,Executive functioning,psychology,psychology_cognition,psychology_cognition_cognitive function,Cognition: Executive functioning,Benefit,Standard,Training Type,TRUE,-999,,
